sample_id,numeric_recompute,physical_properties,overall
D01-S001-02561,True,True,pass
D01-S001-02562,True,True,pass
D01-S001-02563,True,True,pass
D01-S001-02564,True,True,pass
D01-S001-02565,True,True,pass
D01-S001-02566,True,True,pass
D01-S001-02567,True,True,pass
D01-S001-02568,True,True,pass
D01-S001-02569,True,True,pass
D01-S001-02570,True,True,pass
D01-S001-02571,True,True,pass
D01-S001-02572,True,True,pass
D01-S001-02573,True,True,pass
D01-S001-02574,True,True,pass
D01-S001-02575,True,True,pass
D01-S001-02576,True,True,pass
D01-S001-02577,True,True,pass
D01-S001-02578,True,True,pass
D01-S001-02579,True,True,pass
D01-S001-02580,True,True,pass
D01-S001-02581,True,True,pass
D01-S001-02582,True,True,pass
D01-S001-02583,True,True,pass
D01-S001-02584,True,True,pass
D01-S001-02585,True,True,pass
D01-S001-02586,True,True,pass
D01-S001-02587,True,True,pass
D01-S001-02588,True,True,pass
D01-S001-02589,True,True,pass
D01-S001-02590,True,True,pass
D01-S001-02591,True,True,pass
D01-S001-02592,True,True,pass
D01-S001-02593,True,True,pass
D01-S001-02594,True,True,pass
D01-S001-02595,True,True,pass
D01-S001-02596,True,True,pass
D01-S001-02597,True,True,pass
D01-S001-02598,True,True,pass
D01-S001-02599,True,True,pass
D01-S001-02600,True,True,pass
D01-S001-02601,True,True,pass
D01-S001-02602,True,True,pass
D01-S001-02603,True,True,pass
D01-S001-02604,True,True,pass
D01-S001-02605,True,True,pass
D01-S001-02606,True,True,pass
D01-S001-02607,True,True,pass
D01-S001-02608,True,True,pass
D01-S001-02609,True,True,pass
D01-S001-02610,True,True,pass
D01-S001-02611,True,True,pass
D01-S001-02612,True,True,pass
D01-S001-02613,True,True,pass
D01-S001-02614,True,True,pass
D01-S001-02615,True,True,pass
D01-S001-02616,True,True,pass
D01-S001-02617,True,True,pass
D01-S001-02618,True,True,pass
D01-S001-02619,True,True,pass
D01-S001-02620,True,True,pass
D01-S001-02621,True,True,pass
D01-S001-02622,True,True,pass
D01-S001-02623,True,True,pass
D01-S001-02624,True,True,pass
D01-S001-02625,True,True,pass
D01-S001-02626,True,True,pass
D01-S001-02627,True,True,pass
D01-S001-02628,True,True,pass
D01-S001-02629,True,True,pass
D01-S001-02630,True,True,pass
D01-S001-02631,True,True,pass
D01-S001-02632,True,True,pass
D01-S001-02633,True,True,pass
D01-S001-02634,True,True,pass
D01-S001-02635,True,True,pass
D01-S001-02636,True,True,pass
D01-S001-02637,True,True,pass
D01-S001-02638,True,True,pass
D01-S001-02639,True,True,pass
D01-S001-02640,True,True,pass
D01-S001-02641,True,True,pass
D01-S001-02642,True,True,pass
D01-S001-02643,True,True,pass
D01-S001-02644,True,True,pass
D01-S001-02645,True,True,pass
D01-S001-02646,True,True,pass
D01-S001-02647,True,True,pass
D01-S001-02648,True,True,pass
D01-S001-02649,True,True,pass
D01-S001-02650,True,True,pass
D01-S001-02651,True,True,pass
D01-S001-02652,True,True,pass
D01-S001-02653,True,True,pass
D01-S001-02654,True,True,pass
D01-S001-02655,True,True,pass
D01-S001-02656,True,True,pass
D01-S001-02657,True,True,pass
D01-S001-02658,True,True,pass
D01-S001-02659,True,True,pass
D01-S001-02660,True,True,pass
D01-S001-02661,True,True,pass
D01-S001-02662,True,True,pass
D01-S001-02663,True,True,pass
D01-S001-02664,True,True,pass
D01-S001-02665,True,True,pass
D01-S001-02666,True,True,pass
D01-S001-02667,True,True,pass
D01-S001-02668,True,True,pass
D01-S001-02669,True,True,pass
D01-S001-02670,True,True,pass
D01-S001-02671,True,True,pass
D01-S001-02672,True,True,pass
D01-S001-02673,True,True,pass
D01-S001-02674,True,True,pass
D01-S001-02675,True,True,pass
D01-S001-02676,True,True,pass
D01-S001-02677,True,True,pass
D01-S001-02678,True,True,pass
D01-S001-02679,True,True,pass
D01-S001-02680,True,True,pass
D01-S001-02681,True,True,pass
D01-S001-02682,True,True,pass
D01-S001-02683,True,True,pass
D01-S001-02684,True,True,pass
D01-S001-02685,True,True,pass
D01-S001-02686,True,True,pass
D01-S001-02687,True,True,pass
D01-S001-02688,True,True,pass
D01-S001-02689,True,True,pass
D01-S001-02690,True,True,pass
D01-S001-02691,True,True,pass
D01-S001-02692,True,True,pass
D01-S001-02693,True,True,pass
D01-S001-02694,True,True,pass
D01-S001-02695,True,True,pass
D01-S001-02696,True,True,pass
D01-S001-02697,True,True,pass
D01-S001-02698,True,True,pass
D01-S001-02699,True,True,pass
D01-S001-02700,True,True,pass
D01-S001-02701,True,True,pass
D01-S001-02702,True,True,pass
D01-S001-02703,True,True,pass
D01-S001-02704,True,True,pass
D01-S001-02705,True,True,pass
D01-S001-02706,True,True,pass
D01-S001-02707,True,True,pass
D01-S001-02708,True,True,pass
D01-S001-02709,True,True,pass
D01-S001-02710,True,True,pass
D01-S001-02711,True,True,pass
D01-S001-02712,True,True,pass
D01-S001-02713,True,True,pass
D01-S001-02714,True,True,pass
D01-S001-02715,True,True,pass
D01-S001-02716,True,True,pass
D01-S001-02717,True,True,pass
D01-S001-02718,True,True,pass
D01-S001-02719,True,True,pass
D01-S001-02720,True,True,pass
D01-S001-02721,True,True,pass
D01-S001-02722,True,True,pass
D01-S001-02723,True,True,pass
D01-S001-02724,True,True,pass
D01-S001-02725,True,True,pass
D01-S001-02726,True,True,pass
D01-S001-02727,True,True,pass
D01-S001-02728,True,True,pass
D01-S001-02729,True,True,pass
D01-S001-02730,True,True,pass
D01-S001-02731,True,True,pass
D01-S001-02732,True,True,pass
D01-S001-02733,True,True,pass
D01-S001-02734,True,True,pass
D01-S001-02735,True,True,pass
D01-S001-02736,True,True,pass
D01-S001-02737,True,True,pass
D01-S001-02738,True,True,pass
D01-S001-02739,True,True,pass
D01-S001-02740,True,True,pass
D01-S001-02741,True,True,pass
D01-S001-02742,True,True,pass
D01-S001-02743,True,True,pass
D01-S001-02744,True,True,pass
D01-S001-02745,True,True,pass
D01-S001-02746,True,True,pass
D01-S001-02747,True,True,pass
D01-S001-02748,True,True,pass
D01-S001-02749,True,True,pass
D01-S001-02750,True,True,pass
D01-S001-02751,True,True,pass
D01-S001-02752,True,True,pass
D01-S001-02753,True,True,pass
D01-S001-02754,True,True,pass
D01-S001-02755,True,True,pass
D01-S001-02756,True,True,pass
D01-S001-02757,True,True,pass
D01-S001-02758,True,True,pass
D01-S001-02759,True,True,pass
D01-S001-02760,True,True,pass
D01-S001-02761,True,True,pass
D01-S001-02762,True,True,pass
D01-S001-02763,True,True,pass
D01-S001-02764,True,True,pass
D01-S001-02765,True,True,pass
D01-S001-02766,True,True,pass
D01-S001-02767,True,True,pass
D01-S001-02768,True,True,pass
D01-S001-02769,True,True,pass
D01-S001-02770,True,True,pass
D01-S001-02771,True,True,pass
D01-S001-02772,True,True,pass
D01-S001-02773,True,True,pass
D01-S001-02774,True,True,pass
D01-S001-02775,True,True,pass
D01-S001-02776,True,True,pass
D01-S001-02777,True,True,pass
D01-S001-02778,True,True,pass
D01-S001-02779,True,True,pass
D01-S001-02780,True,True,pass
D01-S001-02781,True,True,pass
D01-S001-02782,True,True,pass
D01-S001-02783,True,True,pass
D01-S001-02784,True,True,pass
D01-S001-02785,True,True,pass
D01-S001-02786,True,True,pass
D01-S001-02787,True,True,pass
D01-S001-02788,True,True,pass
D01-S001-02789,True,True,pass
D01-S001-02790,True,True,pass
D01-S001-02791,True,True,pass
D01-S001-02792,True,True,pass
D01-S001-02793,True,True,pass
D01-S001-02794,True,True,pass
D01-S001-02795,True,True,pass
D01-S001-02796,True,True,pass
D01-S001-02797,True,True,pass
D01-S001-02798,True,True,pass
D01-S001-02799,True,True,pass
D01-S001-02800,True,True,pass
D01-S001-02801,True,True,pass
D01-S001-02802,True,True,pass
D01-S001-02803,True,True,pass
D01-S001-02804,True,True,pass
D01-S001-02805,True,True,pass
D01-S001-02806,True,True,pass
D01-S001-02807,True,True,pass
D01-S001-02808,True,True,pass
D01-S001-02809,True,True,pass
D01-S001-02810,True,True,pass
D01-S001-02811,True,True,pass
D01-S001-02812,True,True,pass
D01-S001-02813,True,True,pass
D01-S001-02814,True,True,pass
D01-S001-02815,True,True,pass
D01-S001-02816,True,True,pass
D01-S001-02817,True,True,pass
D01-S001-02818,True,True,pass
D01-S001-02819,True,True,pass
D01-S001-02820,True,True,pass
D01-S001-02821,True,True,pass
D01-S001-02822,True,True,pass
D01-S001-02823,True,True,pass
D01-S001-02824,True,True,pass
D01-S001-02825,True,True,pass
D01-S001-02826,True,True,pass
D01-S001-02827,True,True,pass
D01-S001-02828,True,True,pass
D01-S001-02829,True,True,pass
D01-S001-02830,True,True,pass
D01-S001-02831,True,True,pass
D01-S001-02832,True,True,pass
D01-S001-02833,True,True,pass
D01-S001-02834,True,True,pass
D01-S001-02835,True,True,pass
D01-S001-02836,True,True,pass
D01-S001-02837,True,True,pass
D01-S001-02838,True,True,pass
D01-S001-02839,True,True,pass
D01-S001-02840,True,True,pass
D01-S001-02841,True,True,pass
D01-S001-02842,True,True,pass
D01-S001-02843,True,True,pass
D01-S001-02844,True,True,pass
D01-S001-02845,True,True,pass
D01-S001-02846,True,True,pass
D01-S001-02847,True,True,pass
D01-S001-02848,True,True,pass
D01-S001-02849,True,True,pass
D01-S001-02850,True,True,pass
D01-S001-02851,True,True,pass
D01-S001-02852,True,True,pass
D01-S001-02853,True,True,pass
D01-S001-02854,True,True,pass
D01-S001-02855,True,True,pass
D01-S001-02856,True,True,pass
D01-S001-02857,True,True,pass
D01-S001-02858,True,True,pass
D01-S001-02859,True,True,pass
D01-S001-02860,True,True,pass
D01-S001-02861,True,True,pass
D01-S001-02862,True,True,pass
D01-S001-02863,True,True,pass
D01-S001-02864,True,True,pass
D01-S001-02865,True,True,pass
D01-S001-02866,True,True,pass
D01-S001-02867,True,True,pass
D01-S001-02868,True,True,pass
D01-S001-02869,True,True,pass
D01-S001-02870,True,True,pass
D01-S001-02871,True,True,pass
D01-S001-02872,True,True,pass
D01-S001-02873,True,True,pass
D01-S001-02874,True,True,pass
D01-S001-02875,True,True,pass
D01-S001-02876,True,True,pass
D01-S001-02877,True,True,pass
D01-S001-02878,True,True,pass
D01-S001-02879,True,True,pass
D01-S001-02880,True,True,pass
D01-S001-02881,True,True,pass
D01-S001-02882,True,True,pass
D01-S001-02883,True,True,pass
D01-S001-02884,True,True,pass
D01-S001-02885,True,True,pass
D01-S001-02886,True,True,pass
D01-S001-02887,True,True,pass
D01-S001-02888,True,True,pass
D01-S001-02889,True,True,pass
D01-S001-02890,True,True,pass
D01-S001-02891,True,True,pass
D01-S001-02892,True,True,pass
D01-S001-02893,True,True,pass
D01-S001-02894,True,True,pass
D01-S001-02895,True,True,pass
D01-S001-02896,True,True,pass
D01-S001-02897,True,True,pass
D01-S001-02898,True,True,pass
D01-S001-02899,True,True,pass
D01-S001-02900,True,True,pass
D01-S001-02901,True,True,pass
D01-S001-02902,True,True,pass
D01-S001-02903,True,True,pass
D01-S001-02904,True,True,pass
D01-S001-02905,True,True,pass
D01-S001-02906,True,True,pass
D01-S001-02907,True,True,pass
D01-S001-02908,True,True,pass
D01-S001-02909,True,True,pass
D01-S001-02910,True,True,pass
D01-S001-02911,True,True,pass
D01-S001-02912,True,True,pass
D01-S001-02913,True,True,pass
D01-S001-02914,True,True,pass
D01-S001-02915,True,True,pass
D01-S001-02916,True,True,pass
D01-S001-02917,True,True,pass
D01-S001-02918,True,True,pass
D01-S001-02919,True,True,pass
D01-S001-02920,True,True,pass
D01-S001-02921,True,True,pass
D01-S001-02922,True,True,pass
D01-S001-02923,True,True,pass
D01-S001-02924,True,True,pass
D01-S001-02925,True,True,pass
D01-S001-02926,True,True,pass
D01-S001-02927,True,True,pass
D01-S001-02928,True,True,pass
D01-S001-02929,True,True,pass
D01-S001-02930,True,True,pass
D01-S001-02931,True,True,pass
D01-S001-02932,True,True,pass
D01-S001-02933,True,True,pass
D01-S001-02934,True,True,pass
D01-S001-02935,True,True,pass
D01-S001-02936,True,True,pass
D01-S001-02937,True,True,pass
D01-S001-02938,True,True,pass
D01-S001-02939,True,True,pass
D01-S001-02940,True,True,pass
D01-S001-02941,True,True,pass
D01-S001-02942,True,True,pass
D01-S001-02943,True,True,pass
D01-S001-02944,True,True,pass
D01-S001-02945,True,True,pass
D01-S001-02946,True,True,pass
D01-S001-02947,True,True,pass
D01-S001-02948,True,True,pass
D01-S001-02949,True,True,pass
D01-S001-02950,True,True,pass
D01-S001-02951,True,True,pass
D01-S001-02952,True,True,pass
D01-S001-02953,True,True,pass
D01-S001-02954,True,True,pass
D01-S001-02955,True,True,pass
D01-S001-02956,True,True,pass
D01-S001-02957,True,True,pass
D01-S001-02958,True,True,pass
D01-S001-02959,True,True,pass
D01-S001-02960,True,True,pass
D01-S001-02961,True,True,pass
D01-S001-02962,True,True,pass
D01-S001-02963,True,True,pass
D01-S001-02964,True,True,pass
D01-S001-02965,True,True,pass
D01-S001-02966,True,True,pass
D01-S001-02967,True,True,pass
D01-S001-02968,True,True,pass
D01-S001-02969,True,True,pass
D01-S001-02970,True,True,pass
D01-S001-02971,True,True,pass
D01-S001-02972,True,True,pass
D01-S001-02973,True,True,pass
D01-S001-02974,True,True,pass
D01-S001-02975,True,True,pass
D01-S001-02976,True,True,pass
D01-S001-02977,True,True,pass
D01-S001-02978,True,True,pass
D01-S001-02979,True,True,pass
D01-S001-02980,True,True,pass
D01-S001-02981,True,True,pass
D01-S001-02982,True,True,pass
D01-S001-02983,True,True,pass
D01-S001-02984,True,True,pass
D01-S001-02985,True,True,pass
D01-S001-02986,True,True,pass
D01-S001-02987,True,True,pass
D01-S001-02988,True,True,pass
D01-S001-02989,True,True,pass
D01-S001-02990,True,True,pass
D01-S001-02991,True,True,pass
D01-S001-02992,True,True,pass
D01-S001-02993,True,True,pass
D01-S001-02994,True,True,pass
D01-S001-02995,True,True,pass
D01-S001-02996,True,True,pass
D01-S001-02997,True,True,pass
D01-S001-02998,True,True,pass
D01-S001-02999,True,True,pass
D01-S001-03000,True,True,pass
D01-S001-03001,True,True,pass
D01-S001-03002,True,True,pass
D01-S001-03003,True,True,pass
D01-S001-03004,True,True,pass
D01-S001-03005,True,True,pass
D01-S001-03006,True,True,pass
D01-S001-03007,True,True,pass
D01-S001-03008,True,True,pass
D01-S001-03009,True,True,pass
D01-S001-03010,True,True,pass
D01-S001-03011,True,True,pass
D01-S001-03012,True,True,pass
D01-S001-03013,True,True,pass
D01-S001-03014,True,True,pass
D01-S001-03015,True,True,pass
D01-S001-03016,True,True,pass
D01-S001-03017,True,True,pass
D01-S001-03018,True,True,pass
D01-S001-03019,True,True,pass
D01-S001-03020,True,True,pass
D01-S001-03021,True,True,pass
D01-S001-03022,True,True,pass
D01-S001-03023,True,True,pass
D01-S001-03024,True,True,pass
D01-S001-03025,True,True,pass
D01-S001-03026,True,True,pass
D01-S001-03027,True,True,pass
D01-S001-03028,True,True,pass
D01-S001-03029,True,True,pass
D01-S001-03030,True,True,pass
D01-S001-03031,True,True,pass
D01-S001-03032,True,True,pass
D01-S001-03033,True,True,pass
D01-S001-03034,True,True,pass
D01-S001-03035,True,True,pass
D01-S001-03036,True,True,pass
D01-S001-03037,True,True,pass
D01-S001-03038,True,True,pass
D01-S001-03039,True,True,pass
D01-S001-03040,True,True,pass
D01-S001-03041,True,True,pass
D01-S001-03042,True,True,pass
D01-S001-03043,True,True,pass
D01-S001-03044,True,True,pass
D01-S001-03045,True,True,pass
D01-S001-03046,True,True,pass
D01-S001-03047,True,True,pass
D01-S001-03048,True,True,pass
D01-S001-03049,True,True,pass
D01-S001-03050,True,True,pass
D01-S001-03051,True,True,pass
D01-S001-03052,True,True,pass
D01-S001-03053,True,True,pass
D01-S001-03054,True,True,pass
D01-S001-03055,True,True,pass
D01-S001-03056,True,True,pass
D01-S001-03057,True,True,pass
D01-S001-03058,True,True,pass
D01-S001-03059,True,True,pass
D01-S001-03060,True,True,pass
D01-S001-03061,True,True,pass
D01-S001-03062,True,True,pass
D01-S001-03063,True,True,pass
D01-S001-03064,True,True,pass
D01-S001-03065,True,True,pass
D01-S001-03066,True,True,pass
D01-S001-03067,True,True,pass
D01-S001-03068,True,True,pass
D01-S001-03069,True,True,pass
D01-S001-03070,True,True,pass
D01-S001-03071,True,True,pass
D01-S001-03072,True,True,pass
D01-S001-03073,True,True,pass
D01-S001-03074,True,True,pass
D01-S001-03075,True,True,pass
D01-S001-03076,True,True,pass
D01-S001-03077,True,True,pass
D01-S001-03078,True,True,pass
D01-S001-03079,True,True,pass
D01-S001-03080,True,True,pass
D01-S001-03081,True,True,pass
D01-S001-03082,True,True,pass
D01-S001-03083,True,True,pass
D01-S001-03084,True,True,pass
D01-S001-03085,True,True,pass
D01-S001-03086,True,True,pass
D01-S001-03087,True,True,pass
D01-S001-03088,True,True,pass
D01-S001-03089,True,True,pass
D01-S001-03090,True,True,pass
D01-S001-03091,True,True,pass
D01-S001-03092,True,True,pass
D01-S001-03093,True,True,pass
D01-S001-03094,True,True,pass
D01-S001-03095,True,True,pass
D01-S001-03096,True,True,pass
D01-S001-03097,True,True,pass
D01-S001-03098,True,True,pass
D01-S001-03099,True,True,pass
D01-S001-03100,True,True,pass
D01-S001-03101,True,True,pass
D01-S001-03102,True,True,pass
D01-S001-03103,True,True,pass
D01-S001-03104,True,True,pass
D01-S001-03105,True,True,pass
D01-S001-03106,True,True,pass
D01-S001-03107,True,True,pass
D01-S001-03108,True,True,pass
D01-S001-03109,True,True,pass
D01-S001-03110,True,True,pass
D01-S001-03111,True,True,pass
D01-S001-03112,True,True,pass
D01-S001-03113,True,True,pass
D01-S001-03114,True,True,pass
D01-S001-03115,True,True,pass
D01-S001-03116,True,True,pass
D01-S001-03117,True,True,pass
D01-S001-03118,True,True,pass
D01-S001-03119,True,True,pass
D01-S001-03120,True,True,pass
D01-S001-03121,True,True,pass
D01-S001-03122,True,True,pass
D01-S001-03123,True,True,pass
D01-S001-03124,True,True,pass
D01-S001-03125,True,True,pass
D01-S001-03126,True,True,pass
D01-S001-03127,True,True,pass
D01-S001-03128,True,True,pass
D01-S001-03129,True,True,pass
D01-S001-03130,True,True,pass
D01-S001-03131,True,True,pass
D01-S001-03132,True,True,pass
D01-S001-03133,True,True,pass
D01-S001-03134,True,True,pass
D01-S001-03135,True,True,pass
D01-S001-03136,True,True,pass
D01-S001-03137,True,True,pass
D01-S001-03138,True,True,pass
D01-S001-03139,True,True,pass
D01-S001-03140,True,True,pass
D01-S001-03141,True,True,pass
D01-S001-03142,True,True,pass
D01-S001-03143,True,True,pass
D01-S001-03144,True,True,pass
D01-S001-03145,True,True,pass
D01-S001-03146,True,True,pass
D01-S001-03147,True,True,pass
D01-S001-03148,True,True,pass
D01-S001-03149,True,True,pass
D01-S001-03150,True,True,pass
D01-S001-03151,True,True,pass
D01-S001-03152,True,True,pass
D01-S001-03153,True,True,pass
D01-S001-03154,True,True,pass
D01-S001-03155,True,True,pass
D01-S001-03156,True,True,pass
D01-S001-03157,True,True,pass
D01-S001-03158,True,True,pass
D01-S001-03159,True,True,pass
D01-S001-03160,True,True,pass
D01-S001-03161,True,True,pass
D01-S001-03162,True,True,pass
D01-S001-03163,True,True,pass
D01-S001-03164,True,True,pass
D01-S001-03165,True,True,pass
D01-S001-03166,True,True,pass
D01-S001-03167,True,True,pass
D01-S001-03168,True,True,pass
D01-S001-03169,True,True,pass
D01-S001-03170,True,True,pass
D01-S001-03171,True,True,pass
D01-S001-03172,True,True,pass
D01-S001-03173,True,True,pass
D01-S001-03174,True,True,pass
D01-S001-03175,True,True,pass
D01-S001-03176,True,True,pass
D01-S001-03177,True,True,pass
D01-S001-03178,True,True,pass
D01-S001-03179,True,True,pass
D01-S001-03180,True,True,pass
D01-S001-03181,True,True,pass
D01-S001-03182,True,True,pass
D01-S001-03183,True,True,pass
D01-S001-03184,True,True,pass
D01-S001-03185,True,True,pass
D01-S001-03186,True,True,pass
D01-S001-03187,True,True,pass
D01-S001-03188,True,True,pass
D01-S001-03189,True,True,pass
D01-S001-03190,True,True,pass
D01-S001-03191,True,True,pass
D01-S001-03192,True,True,pass
D01-S001-03193,True,True,pass
D01-S001-03194,True,True,pass
D01-S001-03195,True,True,pass
D01-S001-03196,True,True,pass
D01-S001-03197,True,True,pass
D01-S001-03198,True,True,pass
D01-S001-03199,True,True,pass
D01-S001-03200,True,True,pass
D01-S001-03201,True,True,pass
D01-S001-03202,True,True,pass
D01-S001-03203,True,True,pass
D01-S001-03204,True,True,pass
D01-S001-03205,True,True,pass
D01-S001-03206,True,True,pass
D01-S001-03207,True,True,pass
D01-S001-03208,True,True,pass
D01-S001-03209,True,True,pass
D01-S001-03210,True,True,pass
D01-S001-03211,True,True,pass
D01-S001-03212,True,True,pass
D01-S001-03213,True,True,pass
D01-S001-03214,True,True,pass
D01-S001-03215,True,True,pass
D01-S001-03216,True,True,pass
D01-S001-03217,True,True,pass
D01-S001-03218,True,True,pass
D01-S001-03219,True,True,pass
D01-S001-03220,True,True,pass
D01-S001-03221,True,True,pass
D01-S001-03222,True,True,pass
D01-S001-03223,True,True,pass
D01-S001-03224,True,True,pass
D01-S001-03225,True,True,pass
D01-S001-03226,True,True,pass
D01-S001-03227,True,True,pass
D01-S001-03228,True,True,pass
D01-S001-03229,True,True,pass
D01-S001-03230,True,True,pass
D01-S001-03231,True,True,pass
D01-S001-03232,True,True,pass
D01-S001-03233,True,True,pass
D01-S001-03234,True,True,pass
D01-S001-03235,True,True,pass
D01-S001-03236,True,True,pass
D01-S001-03237,True,True,pass
D01-S001-03238,True,True,pass
D01-S001-03239,True,True,pass
D01-S001-03240,True,True,pass
D01-S001-03241,True,True,pass
D01-S001-03242,True,True,pass
D01-S001-03243,True,True,pass
D01-S001-03244,True,True,pass
D01-S001-03245,True,True,pass
D01-S001-03246,True,True,pass
D01-S001-03247,True,True,pass
D01-S001-03248,True,True,pass
D01-S001-03249,True,True,pass
D01-S001-03250,True,True,pass
D01-S001-03251,True,True,pass
D01-S001-03252,True,True,pass
D01-S001-03253,True,True,pass
D01-S001-03254,True,True,pass
D01-S001-03255,True,True,pass
D01-S001-03256,True,True,pass
D01-S001-03257,True,True,pass
D01-S001-03258,True,True,pass
D01-S001-03259,True,True,pass
D01-S001-03260,True,True,pass
D01-S001-03261,True,True,pass
D01-S001-03262,True,True,pass
D01-S001-03263,True,True,pass
D01-S001-03264,True,True,pass
D01-S001-03265,True,True,pass
D01-S001-03266,True,True,pass
D01-S001-03267,True,True,pass
D01-S001-03268,True,True,pass
D01-S001-03269,True,True,pass
D01-S001-03270,True,True,pass
D01-S001-03271,True,True,pass
D01-S001-03272,True,True,pass
D01-S001-03273,True,True,pass
D01-S001-03274,True,True,pass
D01-S001-03275,True,True,pass
D01-S001-03276,True,True,pass
D01-S001-03277,True,True,pass
D01-S001-03278,True,True,pass
D01-S001-03279,True,True,pass
D01-S001-03280,True,True,pass
D01-S001-03281,True,True,pass
D01-S001-03282,True,True,pass
D01-S001-03283,True,True,pass
D01-S001-03284,True,True,pass
D01-S001-03285,True,True,pass
D01-S001-03286,True,True,pass
D01-S001-03287,True,True,pass
D01-S001-03288,True,True,pass
D01-S001-03289,True,True,pass
D01-S001-03290,True,True,pass
D01-S001-03291,True,True,pass
D01-S001-03292,True,True,pass
D01-S001-03293,True,True,pass
D01-S001-03294,True,True,pass
D01-S001-03295,True,True,pass
D01-S001-03296,True,True,pass
D01-S001-03297,True,True,pass
D01-S001-03298,True,True,pass
D01-S001-03299,True,True,pass
D01-S001-03300,True,True,pass
D01-S001-03301,True,True,pass
D01-S001-03302,True,True,pass
D01-S001-03303,True,True,pass
D01-S001-03304,True,True,pass
D01-S001-03305,True,True,pass
D01-S001-03306,True,True,pass
D01-S001-03307,True,True,pass
D01-S001-03308,True,True,pass
D01-S001-03309,True,True,pass
D01-S001-03310,True,True,pass
D01-S001-03311,True,True,pass
D01-S001-03312,True,True,pass
D01-S001-03313,True,True,pass
D01-S001-03314,True,True,pass
D01-S001-03315,True,True,pass
D01-S001-03316,True,True,pass
D01-S001-03317,True,True,pass
D01-S001-03318,True,True,pass
D01-S001-03319,True,True,pass
D01-S001-03320,True,True,pass
D01-S001-03321,True,True,pass
D01-S001-03322,True,True,pass
D01-S001-03323,True,True,pass
D01-S001-03324,True,True,pass
D01-S001-03325,True,True,pass
D01-S001-03326,True,True,pass
D01-S001-03327,True,True,pass
D01-S001-03328,True,True,pass
D01-S001-03329,True,True,pass
D01-S001-03330,True,True,pass
D01-S001-03331,True,True,pass
D01-S001-03332,True,True,pass
D01-S001-03333,True,True,pass
D01-S001-03334,True,True,pass
D01-S001-03335,True,True,pass
D01-S001-03336,True,True,pass
D01-S001-03337,True,True,pass
D01-S001-03338,True,True,pass
D01-S001-03339,True,True,pass
D01-S001-03340,True,True,pass
D01-S001-03341,True,True,pass
D01-S001-03342,True,True,pass
D01-S001-03343,True,True,pass
D01-S001-03344,True,True,pass
D01-S001-03345,True,True,pass
D01-S001-03346,True,True,pass
D01-S001-03347,True,True,pass
D01-S001-03348,True,True,pass
D01-S001-03349,True,True,pass
D01-S001-03350,True,True,pass
D01-S001-03351,True,True,pass
D01-S001-03352,True,True,pass
D01-S001-03353,True,True,pass
D01-S001-03354,True,True,pass
D01-S001-03355,True,True,pass
D01-S001-03356,True,True,pass
D01-S001-03357,True,True,pass
D01-S001-03358,True,True,pass
D01-S001-03359,True,True,pass
D01-S001-03360,True,True,pass
D01-S001-03361,True,True,pass
D01-S001-03362,True,True,pass
D01-S001-03363,True,True,pass
D01-S001-03364,True,True,pass
D01-S001-03365,True,True,pass
D01-S001-03366,True,True,pass
D01-S001-03367,True,True,pass
D01-S001-03368,True,True,pass
D01-S001-03369,True,True,pass
D01-S001-03370,True,True,pass
D01-S001-03371,True,True,pass
D01-S001-03372,True,True,pass
D01-S001-03373,True,True,pass
D01-S001-03374,True,True,pass
D01-S001-03375,True,True,pass
D01-S001-03376,True,True,pass
D01-S001-03377,True,True,pass
D01-S001-03378,True,True,pass
D01-S001-03379,True,True,pass
D01-S001-03380,True,True,pass
D01-S001-03381,True,True,pass
D01-S001-03382,True,True,pass
D01-S001-03383,True,True,pass
D01-S001-03384,True,True,pass
D01-S001-03385,True,True,pass
D01-S001-03386,True,True,pass
D01-S001-03387,True,True,pass
D01-S001-03388,True,True,pass
D01-S001-03389,True,True,pass
D01-S001-03390,True,True,pass
D01-S001-03391,True,True,pass
D01-S001-03392,True,True,pass
D01-S001-03393,True,True,pass
D01-S001-03394,True,True,pass
D01-S001-03395,True,True,pass
D01-S001-03396,True,True,pass
D01-S001-03397,True,True,pass
D01-S001-03398,True,True,pass
D01-S001-03399,True,True,pass
D01-S001-03400,True,True,pass
D01-S001-03401,True,True,pass
D01-S001-03402,True,True,pass
D01-S001-03403,True,True,pass
D01-S001-03404,True,True,pass
D01-S001-03405,True,True,pass
D01-S001-03406,True,True,pass
D01-S001-03407,True,True,pass
D01-S001-03408,True,True,pass
D01-S001-03409,True,True,pass
D01-S001-03410,True,True,pass
D01-S001-03411,True,True,pass
D01-S001-03412,True,True,pass
D01-S001-03413,True,True,pass
D01-S001-03414,True,True,pass
D01-S001-03415,True,True,pass
D01-S001-03416,True,True,pass
D01-S001-03417,True,True,pass
D01-S001-03418,True,True,pass
D01-S001-03419,True,True,pass
D01-S001-03420,True,True,pass
D01-S001-03421,True,True,pass
D01-S001-03422,True,True,pass
D01-S001-03423,True,True,pass
D01-S001-03424,True,True,pass
D01-S001-03425,True,True,pass
D01-S001-03426,True,True,pass
D01-S001-03427,True,True,pass
D01-S001-03428,True,True,pass
D01-S001-03429,True,True,pass
D01-S001-03430,True,True,pass
D01-S001-03431,True,True,pass
D01-S001-03432,True,True,pass
D01-S001-03433,True,True,pass
